sn,object type,object,time,Capacity usage(%),Mapped LUN capacity(MB),Total capacity(MB),Used capacity(MB),array_num
20231121131239,Storage Pool,StoragePool002,2023-04-01 00:00:00,40.06203747761127,1167065088,1809855725.224609,725065078.930176,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-02 00:00:00,40.15969838803514,1167065088,1809855725.224609,726832600.508789,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-03 00:00:00,40.14385620459113,1167065088,1809855725.224609,726545879.844727,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-04 00:00:00,40.16665065180371,1167065088,1809855725.224609,726958426.452637,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-05 00:00:00,40.94203000487492,1167065088,1809855725.224609,740991674.066406,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-06 00:00:00,40.92849136331478,1167065088,1809855725.224609,740746644.187012,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-07 00:00:00,41.077827770626605,1167065088,1809855725.224609,743449417.70459,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-08 00:00:00,40.60140126968876,1167065088,1809855725.224609,734826785.400879,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-09 00:00:00,40.39330030581129,1167065088,1809855725.224609,731060458.191895,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-10 00:00:00,40.31944176463021,1167065088,1809855725.224609,729723725.155762,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-11 00:00:00,40.32859142447713,1167065088,1809855725.224609,729889320.79834,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-12 00:00:00,40.232433028959335,1167065088,1809855725.224609,728148992.571777,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-13 00:00:00,40.219585672457576,1167065088,1809855725.224609,727916473.95459,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-14 00:00:00,40.23752170144783,1167065088,1809855725.224609,728241090.202148,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-15 00:00:00,40.19244457209568,1167065088,1809855725.224609,727425259.195801,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-16 00:00:00,40.03127553156013,1167065088,1809855725.224609,724508332.088379,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-17 00:00:00,39.97014258467716,1167065088,1809855725.224609,723401913.949219,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-18 00:00:00,39.86513919286247,1167065088,1809855725.224609,721501504.050781,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-19 00:00:00,39.82980155560984,1167065088,1809855725.224609,720861943.799805,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-20 00:00:00,39.88474855611987,1167065088,1809855725.224609,721856405.234375,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-21 00:00:00,39.87178042735542,1167065088,1809855725.224609,721621700.813477,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-22 00:00:00,39.49439158432018,1167065088,1809855725.224609,714791507.231445,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-23 00:00:00,39.3265075451032,1167065088,1809855725.224609,711753048.335938,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-24 00:00:00,39.33374331340068,1167065088,1809855725.224609,711884005.302734,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-25 00:00:00,39.47121895004874,1167065088,1809855725.224609,714372115.983398,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-26 00:00:00,39.52095900419932,1167065088,1809855725.224609,715272339.201172,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-27 00:00:00,39.64391254547007,1167065088,1809855725.224609,717497620.907227,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-28 00:00:00,39.851191508694576,1167065088,1809855725.224609,721249071.090332,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-29 00:00:00,40.57570725676364,1167065088,1809855725.224609,734361760.836914,Array3
20231121131239,Storage Pool,StoragePool002,2023-04-30 00:00:00,40.56253476603335,1167065088,1809855725.224609,734123357.759277,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-01 00:00:00,40.57285673776752,1167065088,1809855725.224609,734310170.555664,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-02 00:00:00,40.5803967495788,1167065088,1809855725.224609,734446633.891113,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-03 00:00:00,40.60491098876066,1167065088,1809855725.224609,734890306.252441,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-04 00:00:00,40.51874052365369,1167065088,1809855725.224609,733330745.15625,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-05 00:00:00,40.573915380076464,1167065088,1809855725.224609,734329330.454102,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-06 00:00:00,40.693827857741816,1167065088,1809855725.224609,736499573.296387,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-07 00:00:00,40.69840654439639,1167065088,1809855725.224609,736582440.918945,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-08 00:00:00,40.7050958626707,1167065088,1809855725.224609,736703507.928711,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-09 00:00:00,40.7093381373559,1167065088,1809855725.224609,736780286.979981,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-10 00:00:00,40.69864885655574,1167065088,1809855725.224609,736586826.419434,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-11 00:00:00,40.53984876868812,1167065088,1809855725.224609,733712773.9375,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-12 00:00:00,40.49403685860142,1167065088,1809855725.224609,732883644.459961,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-13 00:00:00,40.38307840874084,1167065088,1809855725.224609,730875456.602539,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-14 00:00:00,40.26202672416647,1167065088,1809855725.224609,728684595.758789,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-15 00:00:00,40.141958459280815,1167065088,1809855725.224609,726511533.392578,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-16 00:00:00,40.32717253396911,1167065088,1809855725.224609,729863640.927246,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-17 00:00:00,40.82329035342473,1167065088,1809855725.224609,738842657.686523,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-18 00:00:00,42.617512145043946,1167065088,1809855725.224609,771315483.505371,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-19 00:00:00,42.82383258775568,1175453696,1809855725.224609,775049585.850098,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-20 00:00:00,42.94646791764014,1175453696,1809855725.224609,777269108.38916,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-21 00:00:00,43.11061693084993,1175453696,1809855725.224609,780239968.702637,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-22 00:00:00,43.230558410066216,1175453696,1809855725.224609,782410736.431152,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-23 00:00:00,43.29773628233733,1175453696,1809855725.224609,783626558.998535,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-24 00:00:00,43.40686522671818,1175453696,1809855725.224609,785601635.446289,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-25 00:00:00,43.69836841506765,1175453696,1809855725.224609,790877422.589844,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-26 00:00:00,43.92990847726,1175453696,1809855725.224609,795067963.661621,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-27 00:00:00,44.25347515802144,1175453696,1809855725.224609,800924053.758301,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-28 00:00:00,44.50686345403878,1175453696,1809855725.224609,805510016.34082,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-29 00:00:00,44.73690471223461,1175453696,1809855725.224609,809673431.222656,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-30 00:00:00,44.95427992359405,1175453696,1809855725.224609,813607608.930664,Array3
20231121131239,Storage Pool,StoragePool002,2023-05-31 00:00:00,43.86528496896887,1175453696,1809855725.224609,793898371.396973,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-01 00:00:00,44.15893269195549,1175453696,1809855725.224609,799212971.523438,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-02 00:00:00,43.920957771165526,1175453696,1809855725.224609,794905968.794922,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-03 00:00:00,43.887083261372375,1175453696,1809855725.224609,794292889.040039,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-04 00:00:00,44.04129859818839,1175453696,1809855725.224609,797083964.142578,Array3
20231121130700,Storage Pool,StoragePool002,2023-09-30 00:00:00,18.78649064400213,964706304,1809855725.224609,340008376.489258,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-01 00:00:00,18.79403065198238,964706304,1809855725.224609,340144839.755371,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-02 00:00:00,18.81840632807564,964706304,1809855725.224609,340586004.324707,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-03 00:00:00,18.833492268331128,964706304,1809855725.224609,340859038.078125,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-04 00:00:00,18.848318728762703,964706304,1809855725.224609,341127375.621094,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-05 00:00:00,18.88959363480016,964706304,1809855725.224609,341874391.871094,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-06 00:00:00,18.99296460834436,964706304,1809855725.224609,343745257.354004,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-07 00:00:00,19.961191073232055,989872128,1809855725.224609,361268759.461914,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-08 00:00:00,20.010034798652672,989872128,1809855725.224609,362152760.422852,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-09 00:00:00,20.03653873539832,989872128,1809855725.224609,362632443.439453,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-10 00:00:00,20.045276839839016,989872128,1809855725.224609,362790590.522949,Array1
20231121130700,Storage Pool,StoragePool002,2023-10-11 00:00:00,20.080478583333843,989872128,1809855725.224609,363427691.292969,Array1
20231121131239,Storage Pool,StoragePool002,2023-06-05 00:00:00,44.19499146732915,1175453696,1809855725.224609,799865583.333984,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-06 00:00:00,44.32432101436448,1175453696,1809855725.224609,802206261.54541,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-07 00:00:00,44.26977555947948,1175453696,1809855725.224609,801219067.507324,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-08 00:00:00,44.2048670886594,1175453696,1809855725.224609,800044317.832031,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-09 00:00:00,44.11504306626599,1175453696,1809855725.224609,798418632.620117,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-10 00:00:00,44.05809947289548,1175453696,1809855725.224609,797388035.735352,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-11 00:00:00,44.12337958482895,1175453696,1809855725.224609,798569511.578613,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-12 00:00:00,44.10249518786664,1175453696,1809855725.224609,798191534.124512,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-13 00:00:00,44.0582925212652,1175453696,1809855725.224609,797391529.632324,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-14 00:00:00,44.0583873765687,1175453696,1809855725.224609,797393246.376465,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-15 00:00:00,44.17678918562208,1175453696,1809855725.224609,799536148.296387,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-16 00:00:00,44.65352143180657,1175453696,1809855725.224609,808164314.147949,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-17 00:00:00,44.92270636532161,1175453696,1809855725.224609,813036173.078613,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-18 00:00:00,45.16184283547615,1175453696,1809855725.224609,817364198.174805,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-19 00:00:00,45.41136266271794,1175453696,1809855725.224609,821880147.053711,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-20 00:00:00,45.70087028645809,1175453696,1809855725.224609,827119817.356934,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-21 00:00:00,46.0545611493713,1175453696,1809855725.224609,833521111.688965,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-22 00:00:00,46.18913502240744,1175453696,1809855725.224609,835956704.634766,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-23 00:00:00,46.38765308419328,1175453696,1809855725.224609,839549595.141602,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-24 00:00:00,46.52650237757716,1175453696,1809855725.224609,842062567.027344,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-25 00:00:00,46.662902738409215,1175453696,1809855725.224609,844531216.76709,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-26 00:00:00,46.78685869963682,1175453696,1809855725.224609,846774640.828125,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-27 00:00:00,46.91807954467231,1179648000,1809855725.224609,849149548.804688,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-28 00:00:00,47.04166845151583,1179648000,1809855725.224609,851386329.710938,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-29 00:00:00,47.29603651272546,1179648000,1809855725.224609,855990024.629883,Array3
20231121131239,Storage Pool,StoragePool002,2023-06-30 00:00:00,47.54441833699678,1179648000,1809855725.224609,860485377.296875,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-01 00:00:00,47.689313366434256,1179648000,1809855725.224609,863107768.282715,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-02 00:00:00,47.83099225790997,1179648000,1809855725.224609,865671951.811523,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-03 00:00:00,47.946276151421095,1179648000,1809855725.224609,867758423.958496,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-04 00:00:00,47.941869028802245,1179648000,1809855725.224609,867678661.397461,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-05 00:00:00,47.964995670651554,1179648000,1809855725.224609,868097220.249023,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-06 00:00:00,47.820113229029054,1179648000,1809855725.224609,865475057.084473,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-07 00:00:00,47.80619169877704,1190133760,1809855725.224609,865223097.472168,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-08 00:00:00,47.77231583482618,1190133760,1809855725.224609,864609993.208984,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-09 00:00:00,47.690864781614685,1190133760,1809855725.224609,863135846.65918,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-10 00:00:00,47.614724258667806,1190133760,1809855725.224609,861757813.04541,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-11 00:00:00,47.75980043346849,1190133760,1809855725.224609,864383482.500977,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-12 00:00:00,48.0124641705606,1190133760,1809855725.224609,868956331.612305,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-13 00:00:00,47.9543726776963,1190133760,1809855725.224609,867904959.402832,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-14 00:00:00,47.96804627422557,1190133760,1809855725.224609,868152431.772461,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-15 00:00:00,48.28639634585041,1190133760,1809855725.224609,873914108.77002,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-16 00:00:00,48.34145597203975,1190133760,1809855725.224609,874910608.566895,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-17 00:00:00,48.34678644195492,1190133760,1809855725.224609,875007082.381836,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-18 00:00:00,48.55396799450461,1190133760,1809855725.224609,878756769.572266,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-19 00:00:00,48.84646308029357,1190133760,1809855725.224609,884050508.628418,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-20 00:00:00,49.185695023563966,1190133760,1809855725.224609,890190117.375488,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-21 00:00:00,50.1782515251163,1190133760,1809855725.224609,908153958.044922,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-22 00:00:00,50.749891861485374,1190133760,1809855725.224609,918499823.400391,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-23 00:00:00,50.98310452327925,1190133760,1809855725.224609,922720636.111816,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-24 00:00:00,51.34394035399761,1190133760,1809855725.224609,929251244.052734,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-25 00:00:00,51.583336503216096,1190133760,1809855725.224609,933583968.965332,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-26 00:00:00,51.97503825481671,1190133760,1809855725.224609,940673205.542481,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-27 00:00:00,52.304578426010906,1190133760,1809855725.224609,946637407.197754,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-28 00:00:00,52.63579030134617,1196425216,1809855725.224609,952631864.286133,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-29 00:00:00,52.75592514286008,1196425216,1809855725.224609,954806131.593262,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-30 00:00:00,52.752082231953,1196425216,1809855725.224609,954736580.450195,Array3
20231121131239,Storage Pool,StoragePool002,2023-07-31 00:00:00,52.76566564518879,1196425216,1809855725.224609,954982420.632324,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-01 00:00:00,52.85153045575258,1196425216,1809855725.224609,956536449.822266,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-02 00:00:00,53.03446109925447,1196425216,1809855725.224609,959847230.546875,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-03 00:00:00,53.310996554365445,1196425216,1809855725.224609,964852123.313477,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-04 00:00:00,53.98798174901009,1196425216,1809855725.224609,977104578.617676,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-05 00:00:00,54.05222044036526,1278214144,1809855725.224609,978267206.250977,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-06 00:00:00,54.27461213880954,1278214144,1809855725.224609,982292175.137695,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-07 00:00:00,54.450476212205885,1278214144,1809855725.224609,985475061.138672,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-08 00:00:00,54.55697855281343,1278214144,1809855725.224609,987402599.847656,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-09 00:00:00,54.7389320208118,1278214144,1809855725.224609,990695695.105469,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-10 00:00:00,55.05971215367993,1278214144,1809855725.224609,996501352.705566,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-11 00:00:00,55.73919457382615,1278214144,1809855725.224609,1008799004.188477,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-12 00:00:00,56.89629403732725,1278214144,1809855725.224609,1029740835.075195,Array3
20231121131239,Array,System,2022-11-22 00:00:00,34.65490581332143,,3619711450.449219,1254407593.867188,Array3
20231121131239,Array,System,2022-11-23 00:00:00,34.90937071847123,,3619711450.449219,1263618489.17627,Array3
20231121131239,Array,System,2022-11-24 00:00:00,35.05932315630509,,3619711450.449219,1269046334.73877,Array3
20231121131239,Array,System,2022-11-25 00:00:00,36.43829652981569,,3619711450.449219,1318961191.838379,Array3
20231121131239,Array,System,2022-11-26 00:00:00,36.64406386599873,,3619711450.449219,1326409375.667481,Array3
20231121131239,Array,System,2022-11-27 00:00:00,36.66007800355459,,3619711450.449219,1326989041.238281,Array3
20231121131239,Array,System,2022-11-28 00:00:00,36.695941453286856,,3619711450.449219,1328287194.634766,Array3
20231121131239,Array,System,2022-11-29 00:00:00,36.66750145359668,,3619711450.449219,1327257748.709473,Array3
20231121131239,Array,System,2022-11-30 00:00:00,36.6200447812879,,3619711450.449219,1325539954.10791,Array3
20231121131239,Array,System,2022-12-01 00:00:00,36.63984088744709,,3619711450.449219,1326256516.029297,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-13 00:00:00,57.04366204382424,1278214144,1809855725.224609,1032407983.37793,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-14 00:00:00,57.19004147140839,1278214144,1809855725.224609,1035057239.828613,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-15 00:00:00,57.20160282815284,1265631232,1809855725.224609,1035266483.705566,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-16 00:00:00,57.59322664655159,1265631232,1809855725.224609,1042354309.804199,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-17 00:00:00,57.5142079903726,1265631232,1809855725.224609,1040924186.131348,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-18 00:00:00,57.309769172766806,1265631232,1809855725.224609,1037224138.486328,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-19 00:00:00,57.02720267213464,1265631232,1809855725.224609,1032110092.49707,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-20 00:00:00,56.824748969814905,1265631232,1809855725.224609,1028445972.574707,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-21 00:00:00,56.459289520753785,1265631232,1809855725.224609,1021831683.8125,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-22 00:00:00,56.24083571618468,1265631232,1809855725.224609,1017877985.123535,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-23 00:00:00,56.09830258785602,1265631232,1809855725.224609,1015298341.140137,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-24 00:00:00,56.77907217400836,1265631232,1809855725.224609,1027619288.470703,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-25 00:00:00,57.514245306343405,1265631232,1809855725.224609,1040924861.496582,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-26 00:00:00,57.68994395459004,1265631232,1809855725.224609,1044104753.541016,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-27 00:00:00,57.9612785100672,1265631232,1809855725.224609,1049015517.527832,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-28 00:00:00,57.98888090019285,1265631232,1809855725.224609,1049515080.96582,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-29 00:00:00,58.189696626322224,1265631232,1809855725.224609,1053149555.882324,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-30 00:00:00,58.50440849018244,1265631232,1809855725.224609,1058845386.568359,Array3
20231121131239,Storage Pool,StoragePool002,2023-08-31 00:00:00,58.93023008309198,1265631232,1809855725.224609,1066552143.046875,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-01 00:00:00,59.320728609899085,1265631232,1809855725.224609,1073619602.991211,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-02 00:00:00,60.13572184186592,1265631232,1809855725.224609,1088369804.660156,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-03 00:00:00,60.01265854192192,1265631232,1809855725.224609,1086142536.480469,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-04 00:00:00,59.98049377320088,1265631232,1809855725.224609,1085560400.572266,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-05 00:00:00,61.30053386432941,1265631232,1809855725.224609,1109451221.736816,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-06 00:00:00,61.74935237273327,1282408448,1809855725.224609,1117574189.207031,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-07 00:00:00,61.629822993737406,1282408448,1809855725.224609,1115410879.897949,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-08 00:00:00,61.27256763248077,1282408448,1809855725.224609,1108945073.288574,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-09 00:00:00,60.793613163075975,1282408448,1809855725.224609,1100276688.402832,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-10 00:00:00,60.43196446647544,1282408448,1809855725.224609,1093731368.762207,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-11 00:00:00,60.231241064289485,1282408448,1809855725.224609,1090098564.775879,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-12 00:00:00,60.12052868727412,1299185664,1809855725.224609,1088094830.481934,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-13 00:00:00,59.96670016416494,1299185664,1809855725.224609,1085310756.149414,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-14 00:00:00,59.81307215756768,1299185664,1809855725.224609,1082530310.876465,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-15 00:00:00,59.70836560457932,1299185664,1809855725.224609,1080635273.33252,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-16 00:00:00,59.662397227751846,1299185664,1809855725.224609,1079803312.032715,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-17 00:00:00,59.3934270133386,1299185664,1809855725.224609,1074935339.208008,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-18 00:00:00,59.56854402167243,1299185664,1809855725.224609,1078104704.40918,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-19 00:00:00,59.467005390127646,1299185664,1809855725.224609,1076267001.672852,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-20 00:00:00,59.262263689344,1299185664,1809855725.224609,1072561472.279297,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-21 00:00:00,59.32271065661888,1299185664,1809855725.224609,1073655475.177246,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-22 00:00:00,59.282996329319246,1299185664,1809855725.224609,1072936703.150879,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-23 00:00:00,59.50735763181556,1299185664,1809855725.224609,1076997319.029297,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-24 00:00:00,59.55757983237008,1299185664,1809855725.224609,1077906268.401367,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-25 00:00:00,59.57733639434812,1299185664,1809855725.224609,1078263833.669434,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-26 00:00:00,60.07226789249631,1299185664,1809855725.224609,1087221379.724609,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-27 00:00:00,60.4064227525189,1299185664,1809855725.224609,1093269100.589844,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-28 00:00:00,60.21308668617092,1299185664,1809855725.224609,1089769996.724121,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-29 00:00:00,59.84760246090429,1299185664,1809855725.224609,1083155259.54834,Array3
20231121131239,Storage Pool,StoragePool002,2023-09-30 00:00:00,59.54141260100341,1299185664,1809855725.224609,1077613664.838867,Array3
20231121131239,Storage Pool,StoragePool002,2023-10-01 00:00:00,59.44198413687737,1299185664,1809855725.224609,1075814153.088379,Array3
20231121131239,Storage Pool,StoragePool002,2023-10-02 00:00:00,59.44582894772761,1299185664,1809855725.224609,1075883738.617676,Array3
20231121131239,Storage Pool,StoragePool002,2023-10-03 00:00:00,60.23653316006293,1299185664,1809855725.224609,1090194344.074219,Array3
20231121131239,Storage Pool,StoragePool002,2023-10-04 00:00:00,60.10492144788547,1299185664,1809855725.224609,1087812361.966309,Array3
20231121131239,Storage Pool,StoragePool002,2023-10-05 00:00:00,59.91518757682241,1299185664,1809855725.224609,1084378452.638184,Array3
20231121131239,Storage Pool,StoragePool002,2023-10-06 00:00:00,59.6302863899741,1299185664,1809855725.224609,1079222152.196777,Array3
20231121131239,Storage Pool,StoragePool002,2023-10-07 00:00:00,59.38072574731346,1299185664,1809855725.224609,1074705464.617676,Array3
20231121131239,Storage Pool,StoragePool002,2023-10-08 00:00:00,59.20706760227093,1299185664,1809855725.224609,1071562502.737305,Array3
20231121131239,Storage Pool,StoragePool002,2023-10-09 00:00:00,59.02748658851992,1299185664,1809855725.224609,1068312345.478516,Array3
20231121131239,Storage Pool,StoragePool002,2023-10-10 00:00:00,58.87350487098174,1299185664,1809855725.224609,1065525498.547852,Array3
